n,method,error
1000,"CIV$_{I,X,Y}$",0.0039022884259342903
1000,CIV$_{I}$,0.02450076429115057
1000,NIV$_{1 \textrm{ lag}}$,0.005181532573354206
1000,NIV$_{3 \textrm{ lags}}$,0.0027503895773100633
10000,"CIV$_{I,X,Y}$",0.00035351437922051337
10000,CIV$_{I}$,0.002460789931696563
10000,NIV$_{1 \textrm{ lag}}$,0.00019305988465960047
10000,NIV$_{3 \textrm{ lags}}$,0.00024520324066777113
100,"CIV$_{I,X,Y}$",0.09731091391865623
100,CIV$_{I}$,0.18444332400582095
100,NIV$_{1 \textrm{ lag}}$,0.5422333594898455
100,NIV$_{3 \textrm{ lags}}$,0.03965829139562355
1000,"CIV$_{I,X,Y}$",0.002379460290315732
1000,CIV$_{I}$,0.0041948803015113174
1000,NIV$_{1 \textrm{ lag}}$,0.030460197442090053
1000,NIV$_{3 \textrm{ lags}}$,0.0019129180819077722
10000,"CIV$_{I,X,Y}$",0.00021536242057746663
10000,CIV$_{I}$,0.00043535499667160906
10000,NIV$_{1 \textrm{ lag}}$,0.001078808393583573
10000,NIV$_{3 \textrm{ lags}}$,0.00013860102384787007
100,"CIV$_{I,X,Y}$",0.0611314050241822
100,CIV$_{I}$,0.2593128675871842
100,NIV$_{1 \textrm{ lag}}$,0.12648848423101422
100,NIV$_{3 \textrm{ lags}}$,0.035849864162110556
1000,"CIV$_{I,X,Y}$",0.004343503006451539
1000,CIV$_{I}$,0.009327021208183746
1000,NIV$_{1 \textrm{ lag}}$,1.3956562520963531
1000,NIV$_{3 \textrm{ lags}}$,0.000861949193664204
10000,"CIV$_{I,X,Y}$",0.000644436988542518
10000,CIV$_{I}$,0.0013477935477464319
10000,NIV$_{1 \textrm{ lag}}$,0.0005458908066491043
10000,NIV$_{3 \textrm{ lags}}$,0.00021120509616808238
100,"CIV$_{I,X,Y}$",0.04938415652697768
100,CIV$_{I}$,0.13512571655161182
100,NIV$_{1 \textrm{ lag}}$,607.4747783940791
100,NIV$_{3 \textrm{ lags}}$,0.03357707328522351
1000,"CIV$_{I,X,Y}$",0.0045335145330912254
1000,CIV$_{I}$,0.005837359218962421
1000,NIV$_{1 \textrm{ lag}}$,0.008466967310054611
1000,NIV$_{3 \textrm{ lags}}$,0.004986717460581447
10000,"CIV$_{I,X,Y}$",0.0003082420325243016
10000,CIV$_{I}$,0.0010501938032991616
10000,NIV$_{1 \textrm{ lag}}$,0.0005556873561855576
10000,NIV$_{3 \textrm{ lags}}$,0.0008623913725808267
100,"CIV$_{I,X,Y}$",0.8667390644685755
100,CIV$_{I}$,2.540381767865145
100,NIV$_{1 \textrm{ lag}}$,0.047528386267334244
100,NIV$_{3 \textrm{ lags}}$,0.02920704185381278
1000,"CIV$_{I,X,Y}$",0.021576527768967478
1000,CIV$_{I}$,0.07077834223182952
1000,NIV$_{1 \textrm{ lag}}$,0.0028498418226224234
1000,NIV$_{3 \textrm{ lags}}$,0.0017690814766193035
10000,"CIV$_{I,X,Y}$",0.005579270379708708
10000,CIV$_{I}$,0.012663841602659487
10000,NIV$_{1 \textrm{ lag}}$,0.0006609591361737
10000,NIV$_{3 \textrm{ lags}}$,0.00028209317901458253
100,"CIV$_{I,X,Y}$",0.0666734210078323
100,CIV$_{I}$,0.2065779796251836
100,NIV$_{1 \textrm{ lag}}$,0.012354365874469253
100,NIV$_{3 \textrm{ lags}}$,0.013603834664933067
1000,"CIV$_{I,X,Y}$",0.010662411896006635
1000,CIV$_{I}$,0.031282775935474696
1000,NIV$_{1 \textrm{ lag}}$,0.002145051189592719
1000,NIV$_{3 \textrm{ lags}}$,0.0015045010423726858
10000,"CIV$_{I,X,Y}$",0.0005749889172704346
10000,CIV$_{I}$,0.0011991782415473266
10000,NIV$_{1 \textrm{ lag}}$,0.00010992706019197977
10000,NIV$_{3 \textrm{ lags}}$,0.00013644221583433903
100,"CIV$_{I,X,Y}$",0.08674177461769997
100,CIV$_{I}$,0.44779253979593203
100,NIV$_{1 \textrm{ lag}}$,0.1379375200997704
100,NIV$_{3 \textrm{ lags}}$,0.04526193459725053
1000,"CIV$_{I,X,Y}$",0.00704785182785186
1000,CIV$_{I}$,0.020810766909071774
1000,NIV$_{1 \textrm{ lag}}$,0.006223938826866944
1000,NIV$_{3 \textrm{ lags}}$,0.003612251177320827
10000,"CIV$_{I,X,Y}$",0.0007374996857262995
10000,CIV$_{I}$,0.0038143226926132374
10000,NIV$_{1 \textrm{ lag}}$,0.0004967352750298579
10000,NIV$_{3 \textrm{ lags}}$,0.0006004186052697517
100,"CIV$_{I,X,Y}$",0.08133772022841498
100,CIV$_{I}$,0.23714440547056798
100,NIV$_{1 \textrm{ lag}}$,0.022578131305130398
100,NIV$_{3 \textrm{ lags}}$,0.025075823533069114
1000,"CIV$_{I,X,Y}$",0.0031435877149691453
1000,CIV$_{I}$,0.017410081150142843
1000,NIV$_{1 \textrm{ lag}}$,0.0016274775481758528
1000,NIV$_{3 \textrm{ lags}}$,0.0012656396490972367
10000,"CIV$_{I,X,Y}$",0.0003102246234862315
10000,CIV$_{I}$,0.0009593564626495514
10000,NIV$_{1 \textrm{ lag}}$,0.00024504509138798366
10000,NIV$_{3 \textrm{ lags}}$,0.00019350138371031605
100,"CIV$_{I,X,Y}$",0.30668853129201606
100,CIV$_{I}$,0.742560471499759
100,NIV$_{1 \textrm{ lag}}$,5.664414351935603
100,NIV$_{3 \textrm{ lags}}$,0.10337418937424245
1000,"CIV$_{I,X,Y}$",0.052589808365825295
1000,CIV$_{I}$,0.17166601739689016
1000,NIV$_{1 \textrm{ lag}}$,0.018589546867141288
1000,NIV$_{3 \textrm{ lags}}$,0.014262830075556251
10000,"CIV$_{I,X,Y}$",0.009225000523198001
10000,CIV$_{I}$,0.021223887778775454
10000,NIV$_{1 \textrm{ lag}}$,0.0024676368957020777
10000,NIV$_{3 \textrm{ lags}}$,0.002353655041032262
100,"CIV$_{I,X,Y}$",0.15157219801384575
100,CIV$_{I}$,0.22862483550363372
100,NIV$_{1 \textrm{ lag}}$,0.3199958819442024
100,NIV$_{3 \textrm{ lags}}$,0.007057507510213
1000,"CIV$_{I,X,Y}$",0.03349806274092752
1000,CIV$_{I}$,0.04741602840768191
1000,NIV$_{1 \textrm{ lag}}$,0.7936906405067699
1000,NIV$_{3 \textrm{ lags}}$,0.0007287205381910865
10000,"CIV$_{I,X,Y}$",0.0008014506145935356
10000,CIV$_{I}$,0.0016992952815754116
10000,NIV$_{1 \textrm{ lag}}$,0.00402603048020316
10000,NIV$_{3 \textrm{ lags}}$,7.29954852451479e-05
100,"CIV$_{I,X,Y}$",0.09543298607601029
100,CIV$_{I}$,0.6109919446631649
100,NIV$_{1 \textrm{ lag}}$,0.14944895965738017
100,NIV$_{3 \textrm{ lags}}$,0.033220906265460794
1000,"CIV$_{I,X,Y}$",0.015982126489377142
1000,CIV$_{I}$,0.03831444020059986
1000,NIV$_{1 \textrm{ lag}}$,0.015463188495225566
1000,NIV$_{3 \textrm{ lags}}$,0.010267547730001289
10000,"CIV$_{I,X,Y}$",0.0007716615044956307
10000,CIV$_{I}$,0.002270501526275886
10000,NIV$_{1 \textrm{ lag}}$,0.0003497563678878428
10000,NIV$_{3 \textrm{ lags}}$,0.0002642461269179182
100,"CIV$_{I,X,Y}$",0.1764662857365403
100,CIV$_{I}$,0.32835357605173
100,NIV$_{1 \textrm{ lag}}$,0.06529990508146497
100,NIV$_{3 \textrm{ lags}}$,0.009429659199768316
1000,"CIV$_{I,X,Y}$",0.0038813481450709355
1000,CIV$_{I}$,0.005427163313299869
1000,NIV$_{1 \textrm{ lag}}$,0.012735222427594525
1000,NIV$_{3 \textrm{ lags}}$,0.002085562899884778
10000,"CIV$_{I,X,Y}$",0.0005097749390463298
10000,CIV$_{I}$,0.0006982377746139314
10000,NIV$_{1 \textrm{ lag}}$,0.00042801519550770786
10000,NIV$_{3 \textrm{ lags}}$,7.15953401098756e-05
100,"CIV$_{I,X,Y}$",0.10064762443503042
100,CIV$_{I}$,0.1272689131809721
100,NIV$_{1 \textrm{ lag}}$,0.2064418943588791
100,NIV$_{3 \textrm{ lags}}$,0.17791176266776348
1000,"CIV$_{I,X,Y}$",0.004565166633451317
1000,CIV$_{I}$,0.004287208402624777
1000,NIV$_{1 \textrm{ lag}}$,0.04217611325892977
1000,NIV$_{3 \textrm{ lags}}$,0.003628306059748004
10000,"CIV$_{I,X,Y}$",0.0011132887830007825
10000,CIV$_{I}$,0.0013075232678506205
10000,NIV$_{1 \textrm{ lag}}$,0.005729105694018584
10000,NIV$_{3 \textrm{ lags}}$,0.0002688242662572686
100,"CIV$_{I,X,Y}$",0.06161425624059378
100,CIV$_{I}$,9.292967166877691
100,NIV$_{1 \textrm{ lag}}$,0.13470228426897551
100,NIV$_{3 \textrm{ lags}}$,0.023482052272525616
1000,"CIV$_{I,X,Y}$",0.0038725171816981945
1000,CIV$_{I}$,0.061171132811399534
1000,NIV$_{1 \textrm{ lag}}$,17.340460203543138
1000,NIV$_{3 \textrm{ lags}}$,0.0022048705665712034
10000,"CIV$_{I,X,Y}$",0.0007782679480269165
10000,CIV$_{I}$,0.010024619631576179
10000,NIV$_{1 \textrm{ lag}}$,0.005915124411153468
10000,NIV$_{3 \textrm{ lags}}$,0.00017781475312119742
100,"CIV$_{I,X,Y}$",0.08669746924617225
100,CIV$_{I}$,0.14620519776118027
100,NIV$_{1 \textrm{ lag}}$,2.033689587740095
100,NIV$_{3 \textrm{ lags}}$,0.05916550726737544
1000,"CIV$_{I,X,Y}$",0.006861616544609211
1000,CIV$_{I}$,0.007575571654677685
1000,NIV$_{1 \textrm{ lag}}$,0.018462296935185696
1000,NIV$_{3 \textrm{ lags}}$,0.0034050611641019356
10000,"CIV$_{I,X,Y}$",0.0004865747156865504
10000,CIV$_{I}$,0.0005919368548242272
10000,NIV$_{1 \textrm{ lag}}$,0.0010167287626589936
10000,NIV$_{3 \textrm{ lags}}$,0.00019354181811230873
100,"CIV$_{I,X,Y}$",0.20649271988856746
100,CIV$_{I}$,0.5946092884670734
100,NIV$_{1 \textrm{ lag}}$,13.78725135425564
100,NIV$_{3 \textrm{ lags}}$,0.11221554333956171
1000,"CIV$_{I,X,Y}$",0.00840363130045354
1000,CIV$_{I}$,0.006334015979440152
1000,NIV$_{1 \textrm{ lag}}$,19.022702986677164
1000,NIV$_{3 \textrm{ lags}}$,0.005622546374005446
10000,"CIV$_{I,X,Y}$",0.000629296019577865
10000,CIV$_{I}$,0.000750851923017633
10000,NIV$_{1 \textrm{ lag}}$,0.12636014900080797
10000,NIV$_{3 \textrm{ lags}}$,0.00044166449839102797
100,"CIV$_{I,X,Y}$",0.10924838854067301
100,CIV$_{I}$,1.3851077890600967
100,NIV$_{1 \textrm{ lag}}$,2.139937774199467
100,NIV$_{3 \textrm{ lags}}$,0.029575389157081012
1000,"CIV$_{I,X,Y}$",0.0072831788234096655
1000,CIV$_{I}$,0.18125718308073951
1000,NIV$_{1 \textrm{ lag}}$,0.0050364732316165355
1000,NIV$_{3 \textrm{ lags}}$,0.0019359604970387828
10000,"CIV$_{I,X,Y}$",0.0006554092696093199
10000,CIV$_{I}$,0.03756483648378183
10000,NIV$_{1 \textrm{ lag}}$,0.0002209544961207995
10000,NIV$_{3 \textrm{ lags}}$,0.00017044456149678197
100,"CIV$_{I,X,Y}$",0.05908028140486703
100,CIV$_{I}$,0.240370230197081
100,NIV$_{1 \textrm{ lag}}$,1.0994387859305554
100,NIV$_{3 \textrm{ lags}}$,0.01540339304480062
1000,"CIV$_{I,X,Y}$",0.0033281271287711836
1000,CIV$_{I}$,0.005354698805473859
1000,NIV$_{1 \textrm{ lag}}$,0.004468377716164358
1000,NIV$_{3 \textrm{ lags}}$,0.0007376617436957482
10000,"CIV$_{I,X,Y}$",0.00044354838343644166
10000,CIV$_{I}$,0.0008776400802969
10000,NIV$_{1 \textrm{ lag}}$,0.0006707691209936248
10000,NIV$_{3 \textrm{ lags}}$,0.00011758916469676388
100,"CIV$_{I,X,Y}$",0.04726482558229217
100,CIV$_{I}$,0.09024299730677489
100,NIV$_{1 \textrm{ lag}}$,0.5033813596562975
100,NIV$_{3 \textrm{ lags}}$,0.024932745273824
1000,"CIV$_{I,X,Y}$",0.006151524686602325
1000,CIV$_{I}$,0.02210889155768726
1000,NIV$_{1 \textrm{ lag}}$,0.018013277773281017
1000,NIV$_{3 \textrm{ lags}}$,0.0006682592934820263
10000,"CIV$_{I,X,Y}$",0.0011000526107174517
10000,CIV$_{I}$,0.0022369235182350157
10000,NIV$_{1 \textrm{ lag}}$,0.00045222108935180074
10000,NIV$_{3 \textrm{ lags}}$,5.147602180570567e-05
100,"CIV$_{I,X,Y}$",0.03856864285448275
100,CIV$_{I}$,0.05949021720690702
100,NIV$_{1 \textrm{ lag}}$,0.044471004488264465
100,NIV$_{3 \textrm{ lags}}$,0.0201990733466237
1000,"CIV$_{I,X,Y}$",0.004049126903826011
1000,CIV$_{I}$,0.008631618295485173
1000,NIV$_{1 \textrm{ lag}}$,0.0021679423184422487
1000,NIV$_{3 \textrm{ lags}}$,0.0017081071708582554
10000,"CIV$_{I,X,Y}$",0.0003419763476663037
10000,CIV$_{I}$,0.0005287474097789021
10000,NIV$_{1 \textrm{ lag}}$,0.00018289091700488734
10000,NIV$_{3 \textrm{ lags}}$,0.00017773216666303783
100,"CIV$_{I,X,Y}$",0.0920297733384571
100,CIV$_{I}$,1.2215580975547828
100,NIV$_{1 \textrm{ lag}}$,0.752105387136461
100,NIV$_{3 \textrm{ lags}}$,0.024365347487896868
1000,"CIV$_{I,X,Y}$",0.002743040342128376
1000,CIV$_{I}$,0.017268042232959063
1000,NIV$_{1 \textrm{ lag}}$,0.056179793387979696
1000,NIV$_{3 \textrm{ lags}}$,0.00213670672521687
10000,"CIV$_{I,X,Y}$",0.0003995562667847001
10000,CIV$_{I}$,0.00442667459689109
10000,NIV$_{1 \textrm{ lag}}$,0.0026878028921786972
10000,NIV$_{3 \textrm{ lags}}$,0.00033142564901826593
100,"CIV$_{I,X,Y}$",0.08404986057961207
100,CIV$_{I}$,0.18781294146311459
100,NIV$_{1 \textrm{ lag}}$,3.3196344370663153
100,NIV$_{3 \textrm{ lags}}$,0.05557454783513651
1000,"CIV$_{I,X,Y}$",0.00936905839371743
1000,CIV$_{I}$,0.012791939556286366
1000,NIV$_{1 \textrm{ lag}}$,0.011336263003703584
1000,NIV$_{3 \textrm{ lags}}$,0.003226441807458266
10000,"CIV$_{I,X,Y}$",0.0006643620432588064
10000,CIV$_{I}$,0.000717040135280261
10000,NIV$_{1 \textrm{ lag}}$,0.0029397184087905444
10000,NIV$_{3 \textrm{ lags}}$,0.00016372973983533098
100,"CIV$_{I,X,Y}$",0.14532563155430317
100,CIV$_{I}$,0.40863579076609824
100,NIV$_{1 \textrm{ lag}}$,0.16707138436695565
100,NIV$_{3 \textrm{ lags}}$,0.09629572938303754
1000,"CIV$_{I,X,Y}$",0.007007470836696944
1000,CIV$_{I}$,0.014632557464324703
1000,NIV$_{1 \textrm{ lag}}$,0.008648151084733421
1000,NIV$_{3 \textrm{ lags}}$,0.005158981476017774
10000,"CIV$_{I,X,Y}$",0.0006123176740012217
10000,CIV$_{I}$,0.0012999879428633964
10000,NIV$_{1 \textrm{ lag}}$,0.0017861706143376646
10000,NIV$_{3 \textrm{ lags}}$,0.00010650895685118827
100,"CIV$_{I,X,Y}$",5.635349877248615
100,CIV$_{I}$,12.302318427073418
100,NIV$_{1 \textrm{ lag}}$,0.15225000902284555
100,NIV$_{3 \textrm{ lags}}$,0.22974128970944108
1000,"CIV$_{I,X,Y}$",0.026581416206318043
1000,CIV$_{I}$,0.03830273087337478
1000,NIV$_{1 \textrm{ lag}}$,0.009467690233480198
1000,NIV$_{3 \textrm{ lags}}$,0.006216863551254401
10000,"CIV$_{I,X,Y}$",0.0011953775520474833
10000,CIV$_{I}$,0.005003041676559491
10000,NIV$_{1 \textrm{ lag}}$,0.0007712520663697249
10000,NIV$_{3 \textrm{ lags}}$,0.0012100344483274648
100,"CIV$_{I,X,Y}$",0.1721080113842158
100,CIV$_{I}$,0.580294702480477
100,NIV$_{1 \textrm{ lag}}$,7.014842486073246
100,NIV$_{3 \textrm{ lags}}$,0.015060044173134182
1000,"CIV$_{I,X,Y}$",0.010466536827761308
1000,CIV$_{I}$,0.02378219463583549
1000,NIV$_{1 \textrm{ lag}}$,0.004252496379441741
1000,NIV$_{3 \textrm{ lags}}$,0.002372356918027156
10000,"CIV$_{I,X,Y}$",0.0005610219795590722
10000,CIV$_{I}$,0.003204204532407895
10000,NIV$_{1 \textrm{ lag}}$,0.00016216004858348932
10000,NIV$_{3 \textrm{ lags}}$,8.29956633224193e-05
100,"CIV$_{I,X,Y}$",0.15332475855385952
100,CIV$_{I}$,1.38896865921116
100,NIV$_{1 \textrm{ lag}}$,0.4681804698957991
100,NIV$_{3 \textrm{ lags}}$,0.03587191630902202
1000,"CIV$_{I,X,Y}$",0.013443421188164975
1000,CIV$_{I}$,0.049423751207921134
1000,NIV$_{1 \textrm{ lag}}$,0.02254344100449371
1000,NIV$_{3 \textrm{ lags}}$,0.0021105531548843226
10000,"CIV$_{I,X,Y}$",0.0008892127129864038
10000,CIV$_{I}$,0.004836959230719558
10000,NIV$_{1 \textrm{ lag}}$,0.0007833206005012217
10000,NIV$_{3 \textrm{ lags}}$,0.00035898339612180105
100,"CIV$_{I,X,Y}$",0.04063534902822115
100,CIV$_{I}$,0.10724367514753433
100,NIV$_{1 \textrm{ lag}}$,0.6410699136962328
100,NIV$_{3 \textrm{ lags}}$,0.046386262243996605
1000,"CIV$_{I,X,Y}$",0.008041398016142957
1000,CIV$_{I}$,0.019365535123233465
1000,NIV$_{1 \textrm{ lag}}$,0.26239880688511963
1000,NIV$_{3 \textrm{ lags}}$,0.0037626039149665606
10000,"CIV$_{I,X,Y}$",0.00042366389063886524
10000,CIV$_{I}$,0.0017793077328722043
10000,NIV$_{1 \textrm{ lag}}$,0.005710704623539521
10000,NIV$_{3 \textrm{ lags}}$,0.0005513017685470711
100,"CIV$_{I,X,Y}$",0.8692602887540793
100,CIV$_{I}$,2.692803800842854
100,NIV$_{1 \textrm{ lag}}$,0.05024811020300459
100,NIV$_{3 \textrm{ lags}}$,0.004754757814558876
1000,"CIV$_{I,X,Y}$",0.053712473426541764
1000,CIV$_{I}$,0.13417769585537942
1000,NIV$_{1 \textrm{ lag}}$,0.0006360960823365386
1000,NIV$_{3 \textrm{ lags}}$,0.00037979712218848564
10000,"CIV$_{I,X,Y}$",0.0036820473914084676
10000,CIV$_{I}$,0.004565398246344583
10000,NIV$_{1 \textrm{ lag}}$,0.00010228974846832221
10000,NIV$_{3 \textrm{ lags}}$,2.6685546998528933e-05
100,"CIV$_{I,X,Y}$",0.10902259324555304
100,CIV$_{I}$,2.2251813459208
100,NIV$_{1 \textrm{ lag}}$,14.626382324716417
100,NIV$_{3 \textrm{ lags}}$,0.02540151379534733
1000,"CIV$_{I,X,Y}$",0.011804254757534244
1000,CIV$_{I}$,0.15038274980249852
1000,NIV$_{1 \textrm{ lag}}$,0.45053518831119277
1000,NIV$_{3 \textrm{ lags}}$,0.0014473429554843307
10000,"CIV$_{I,X,Y}$",0.0011222138709461602
10000,CIV$_{I}$,0.048116821402595475
10000,NIV$_{1 \textrm{ lag}}$,0.8252096016368646
10000,NIV$_{3 \textrm{ lags}}$,0.00014165484239496445
100,"CIV$_{I,X,Y}$",1.7139795511233804
100,CIV$_{I}$,2.824325367523674
100,NIV$_{1 \textrm{ lag}}$,6.018467992632878
100,NIV$_{3 \textrm{ lags}}$,1.2573582319878551
1000,"CIV$_{I,X,Y}$",0.03327464634507177
1000,CIV$_{I}$,0.03295883750677307
1000,NIV$_{1 \textrm{ lag}}$,45.495765872404384
1000,NIV$_{3 \textrm{ lags}}$,0.03930682189712998
10000,"CIV$_{I,X,Y}$",0.008321222755656403
10000,CIV$_{I}$,0.008975644048253429
10000,NIV$_{1 \textrm{ lag}}$,124.79017185470202
10000,NIV$_{3 \textrm{ lags}}$,0.009645373129145951
100,"CIV$_{I,X,Y}$",0.1153487688914693
100,CIV$_{I}$,0.5109938165972093
100,NIV$_{1 \textrm{ lag}}$,0.026007211204308496
100,NIV$_{3 \textrm{ lags}}$,0.04195898905150219
1000,"CIV$_{I,X,Y}$",0.013293908503639628
1000,CIV$_{I}$,0.00968537867070406
1000,NIV$_{1 \textrm{ lag}}$,0.0014459421376377902
1000,NIV$_{3 \textrm{ lags}}$,0.0010245206580269763
10000,"CIV$_{I,X,Y}$",0.0010004148614460382
10000,CIV$_{I}$,0.0013272469418235465
10000,NIV$_{1 \textrm{ lag}}$,0.00021925137682867355
10000,NIV$_{3 \textrm{ lags}}$,0.00019412870085074821
100,"CIV$_{I,X,Y}$",0.0339855614659242
100,CIV$_{I}$,0.02963273477344495
100,NIV$_{1 \textrm{ lag}}$,0.008487123556211264
100,NIV$_{3 \textrm{ lags}}$,0.004270624861356975
1000,"CIV$_{I,X,Y}$",0.0024569578252460434
1000,CIV$_{I}$,0.004339328232102129
1000,NIV$_{1 \textrm{ lag}}$,0.000833751520385021
1000,NIV$_{3 \textrm{ lags}}$,0.0009781220856016613
10000,"CIV$_{I,X,Y}$",0.0002764991591123426
10000,CIV$_{I}$,0.0005604361236491506
10000,NIV$_{1 \textrm{ lag}}$,8.074162569049007e-05
10000,NIV$_{3 \textrm{ lags}}$,5.332295603002113e-05
100,"CIV$_{I,X,Y}$",0.024071208588340352
100,CIV$_{I}$,0.08791568915067603
100,NIV$_{1 \textrm{ lag}}$,0.08977571399328495
100,NIV$_{3 \textrm{ lags}}$,0.026591023480737847
1000,"CIV$_{I,X,Y}$",0.003608629807400337
1000,CIV$_{I}$,0.0061624516761093154
1000,NIV$_{1 \textrm{ lag}}$,0.0033842617319115994
1000,NIV$_{3 \textrm{ lags}}$,0.0007452448801038751
10000,"CIV$_{I,X,Y}$",0.00032651788828603947
10000,CIV$_{I}$,0.0007824330317774298
10000,NIV$_{1 \textrm{ lag}}$,0.00022143540936401352
10000,NIV$_{3 \textrm{ lags}}$,8.479569665573877e-05
100,"CIV$_{I,X,Y}$",0.13422963093858647
100,CIV$_{I}$,0.2700855549819643
100,NIV$_{1 \textrm{ lag}}$,0.240109934914629
100,NIV$_{3 \textrm{ lags}}$,0.3838856605095393
1000,"CIV$_{I,X,Y}$",0.006648833756043966
1000,CIV$_{I}$,0.01484798646352598
1000,NIV$_{1 \textrm{ lag}}$,0.0070121180160834795
1000,NIV$_{3 \textrm{ lags}}$,0.016210630218501443
10000,"CIV$_{I,X,Y}$",0.0010101077417741728
10000,CIV$_{I}$,0.0032692909502956605
10000,NIV$_{1 \textrm{ lag}}$,0.0010759837094399707
10000,NIV$_{3 \textrm{ lags}}$,0.0015001538464487038
100,"CIV$_{I,X,Y}$",0.13628995316172732
100,CIV$_{I}$,0.2150792755044459
100,NIV$_{1 \textrm{ lag}}$,0.05005816956304664
100,NIV$_{3 \textrm{ lags}}$,0.006440936622860013
1000,"CIV$_{I,X,Y}$",0.011166451646218743
1000,CIV$_{I}$,0.028774221620281554
1000,NIV$_{1 \textrm{ lag}}$,0.0037937937667922904
1000,NIV$_{3 \textrm{ lags}}$,0.0014100440662613953
10000,"CIV$_{I,X,Y}$",0.0010621797949081006
10000,CIV$_{I}$,0.00399877560193903
10000,NIV$_{1 \textrm{ lag}}$,0.0004206461769236507
10000,NIV$_{3 \textrm{ lags}}$,7.475227755599328e-05
100,"CIV$_{I,X,Y}$",0.07430039927707725
100,CIV$_{I}$,0.08150967815759584
100,NIV$_{1 \textrm{ lag}}$,0.5905569303059582
100,NIV$_{3 \textrm{ lags}}$,0.010216135709653055
1000,"CIV$_{I,X,Y}$",0.007342694677320949
1000,CIV$_{I}$,0.009086684885585162
1000,NIV$_{1 \textrm{ lag}}$,0.030812871861846298
1000,NIV$_{3 \textrm{ lags}}$,0.0008119814018676746
10000,"CIV$_{I,X,Y}$",0.0004153210850230589
10000,CIV$_{I}$,0.0005077433570272634
10000,NIV$_{1 \textrm{ lag}}$,0.0015522471486139706
10000,NIV$_{3 \textrm{ lags}}$,9.244922901994325e-05
100,"CIV$_{I,X,Y}$",0.10643936914165109
100,CIV$_{I}$,1.0269706189265562
100,NIV$_{1 \textrm{ lag}}$,0.06865901069443636
100,NIV$_{3 \textrm{ lags}}$,0.05922304519403393
1000,"CIV$_{I,X,Y}$",0.005029425564796572
1000,CIV$_{I}$,0.019261155006252077
1000,NIV$_{1 \textrm{ lag}}$,0.0015433168222496723
1000,NIV$_{3 \textrm{ lags}}$,0.0015658327092366176
10000,"CIV$_{I,X,Y}$",0.0007560569291771012
10000,CIV$_{I}$,0.002288894702777588
10000,NIV$_{1 \textrm{ lag}}$,0.0003712627751224527
10000,NIV$_{3 \textrm{ lags}}$,0.0003576511652990476
100,"CIV$_{I,X,Y}$",0.42916020804157523
100,CIV$_{I}$,0.6612769159856134
100,NIV$_{1 \textrm{ lag}}$,58.998569701496514
100,NIV$_{3 \textrm{ lags}}$,0.0776077735461997
1000,"CIV$_{I,X,Y}$",0.017877645365995634
1000,CIV$_{I}$,0.03897390489695203
1000,NIV$_{1 \textrm{ lag}}$,0.007098183167722186
1000,NIV$_{3 \textrm{ lags}}$,0.002438536416595467
10000,"CIV$_{I,X,Y}$",0.001669117212253056
10000,CIV$_{I}$,0.003980196897445194
10000,NIV$_{1 \textrm{ lag}}$,0.00042890845529390656
10000,NIV$_{3 \textrm{ lags}}$,0.00017394726735423823
100,"CIV$_{I,X,Y}$",0.6069976661945363
100,CIV$_{I}$,5.055197386725396
100,NIV$_{1 \textrm{ lag}}$,0.41623766150763375
100,NIV$_{3 \textrm{ lags}}$,0.08689537571328368
1000,"CIV$_{I,X,Y}$",0.2118210088489545
1000,CIV$_{I}$,0.8353274843784323
1000,NIV$_{1 \textrm{ lag}}$,0.05532115722433077
1000,NIV$_{3 \textrm{ lags}}$,0.010992510470724021
10000,"CIV$_{I,X,Y}$",0.01223344492989975
10000,CIV$_{I}$,0.17249106682571405
10000,NIV$_{1 \textrm{ lag}}$,0.005302024814275209
10000,NIV$_{3 \textrm{ lags}}$,0.0006456845896017879
100,"CIV$_{I,X,Y}$",0.10446261535645425
100,CIV$_{I}$,0.3296069099852843
100,NIV$_{1 \textrm{ lag}}$,0.03638365759204872
100,NIV$_{3 \textrm{ lags}}$,0.005519697191121486
1000,"CIV$_{I,X,Y}$",0.006989022825095376
1000,CIV$_{I}$,0.04173738306081161
1000,NIV$_{1 \textrm{ lag}}$,0.0008499788624179905
1000,NIV$_{3 \textrm{ lags}}$,0.0008720269389107067
10000,"CIV$_{I,X,Y}$",0.0011520626262513825
10000,CIV$_{I}$,0.005434323251069047
10000,NIV$_{1 \textrm{ lag}}$,8.335329281580379e-05
10000,NIV$_{3 \textrm{ lags}}$,0.00011767713329249628
100,"CIV$_{I,X,Y}$",0.017381745689186056
100,CIV$_{I}$,0.43761068741522247
100,NIV$_{1 \textrm{ lag}}$,0.005129850885558369
100,NIV$_{3 \textrm{ lags}}$,0.009600057476425342
1000,"CIV$_{I,X,Y}$",0.0026616387592611553
1000,CIV$_{I}$,0.036120671035052225
1000,NIV$_{1 \textrm{ lag}}$,0.0005278614042835184
1000,NIV$_{3 \textrm{ lags}}$,0.0006473488541984194
10000,"CIV$_{I,X,Y}$",0.00019655408158882138
10000,CIV$_{I}$,0.0014209881966446595
10000,NIV$_{1 \textrm{ lag}}$,7.513306140923044e-05
10000,NIV$_{3 \textrm{ lags}}$,7.446869201136713e-05
100,"CIV$_{I,X,Y}$",0.06667096288137844
100,CIV$_{I}$,0.058181649055089824
100,NIV$_{1 \textrm{ lag}}$,0.05926093683195538
