delta,n,method,error
0.1,50000,TS-NIV,0.11357526352354477
0.5,100,TS-NIV,0.00010331431910621393
0.5,500,TS-NIV,0.04066467499907096
0.5,1000,TS-NIV,0.03164173077364205
0.5,5000,TS-NIV,0.0017437475966437061
0.5,10000,TS-NIV,0.0003556280534909389
0.5,50000,TS-NIV,0.0014759951721686894
1.0,100,TS-NIV,0.30162156958601316
1.0,500,TS-NIV,0.17479079319585572
1.0,1000,TS-NIV,0.002168032921316081
1.0,5000,TS-NIV,0.06417316194324037
1.0,10000,TS-NIV,0.0001497107660587995
1.0,50000,TS-NIV,0.00039668608141373853
0.0,100,TS-NIV,0.5774463712546611
0.0,500,TS-NIV,53.98849297787551
0.0,1000,TS-NIV,2.5446327663234425
0.0,5000,TS-NIV,0.11640287270719601
0.0,10000,TS-NIV,0.16976959682734394
0.0,50000,TS-NIV,1.2632788154626726
0.01,100,TS-NIV,0.7792760514626065
0.01,500,TS-NIV,0.05091701685151841
0.01,1000,TS-NIV,4.145273463944012
0.01,5000,TS-NIV,1.8915262708435274
0.01,10000,TS-NIV,0.005321792355643333
0.01,50000,TS-NIV,6.316679046246843
0.1,100,TS-NIV,0.15963530930977826
0.1,500,TS-NIV,0.10577539811058587
0.1,1000,TS-NIV,43.09381776007631
0.1,5000,TS-NIV,0.037182490968299425
0.1,10000,TS-NIV,42.805092386579425
0.1,50000,TS-NIV,16.565390089646666
0.5,100,TS-NIV,0.7836510501572113
0.5,500,TS-NIV,7.462517364588425
0.5,1000,TS-NIV,0.6066473306835779
0.5,5000,TS-NIV,0.537101100498954
0.5,10000,TS-NIV,191.70714459272406
0.5,50000,TS-NIV,0.19292288930420226
1.0,100,TS-NIV,0.24996608020275313
1.0,500,TS-NIV,0.010361964844718461
1.0,1000,TS-NIV,0.018499096948812795
1.0,5000,TS-NIV,0.0016604954321650578
1.0,10000,TS-NIV,0.0002144275914091175
1.0,50000,TS-NIV,5.9795046072909064e-05
0.0,100,TS-NIV,3.8141924105253087
0.0,500,TS-NIV,0.44596011934919844
0.0,1000,TS-NIV,1.4734801281141978
0.0,5000,TS-NIV,0.31554291389306255
0.0,10000,TS-NIV,0.7963836762361877
0.0,50000,TS-NIV,0.4646749442189022
0.01,100,TS-NIV,2.225964985154614
0.01,500,TS-NIV,0.004695876290074943
0.01,1000,TS-NIV,14.51898930365925
0.01,5000,TS-NIV,0.19804181337966237
0.01,10000,TS-NIV,0.046604247708555605
0.01,50000,TS-NIV,88.22421146407757
0.1,100,TS-NIV,0.5593140048923138
0.1,500,TS-NIV,0.9522718671826137
0.1,1000,TS-NIV,0.10274748257213567
0.1,5000,TS-NIV,1.685945239359926
0.1,10000,TS-NIV,1.8196789822532409
0.1,50000,TS-NIV,0.09156566992777293
0.5,100,TS-NIV,0.3137800706962711
0.5,500,TS-NIV,0.024077318463764732
0.5,1000,TS-NIV,0.47557749635808544
0.5,5000,TS-NIV,0.0004343789132979219
0.5,10000,TS-NIV,0.00021258855341608988
0.5,50000,TS-NIV,0.005203499182088119
1.0,100,TS-NIV,2.4641228092526233
1.0,500,TS-NIV,4.479623796240574
1.0,1000,TS-NIV,0.9433922648175498
1.0,5000,TS-NIV,0.26453687777154505
1.0,10000,TS-NIV,0.1820166480305706
1.0,50000,TS-NIV,0.06110469953345238
0.0,100,TS-NIV,27.930187402085608
0.0,500,TS-NIV,0.10759617525225124
0.0,1000,TS-NIV,5.965608448664814
0.0,5000,TS-NIV,0.010668327209821075
0.0,10000,TS-NIV,0.0019873150835219263
0.0,50000,TS-NIV,4.710825002689187
0.01,100,TS-NIV,0.8587435610784491
0.01,500,TS-NIV,41.478597893683954
0.01,1000,TS-NIV,0.19533882449975357
0.01,5000,TS-NIV,0.000543608170695148
0.01,10000,TS-NIV,14.091606612261828
0.01,50000,TS-NIV,0.20404612624633348
0.1,100,TS-NIV,0.1754527005487815
0.1,500,TS-NIV,0.12089448102153355
0.1,1000,TS-NIV,0.15702895097555955
0.1,5000,TS-NIV,0.07023498491342053
0.1,10000,TS-NIV,0.004276975838455254
0.1,50000,TS-NIV,0.04966228402752457
0.5,100,TS-NIV,61.019067814048384
0.5,500,TS-NIV,0.23508253947237023
0.5,1000,TS-NIV,3.2546762644828804
0.5,5000,TS-NIV,3.849203805065197
0.5,10000,TS-NIV,0.6476519526076931
0.5,50000,TS-NIV,0.003791279001306524
1.0,100,TS-NIV,0.06521581264616078
1.0,500,TS-NIV,0.015299748007903851
1.0,1000,TS-NIV,0.004247658375714407
1.0,5000,TS-NIV,0.0005031164072784473
1.0,10000,TS-NIV,0.0008030397089089342
1.0,50000,TS-NIV,5.7850625142813095e-05
0.0,100,TS-NIV,0.30905598487896274
0.0,500,TS-NIV,0.016172456908986083
0.0,1000,TS-NIV,1.0418824717799042
0.0,5000,TS-NIV,11.55236877651572
0.0,10000,TS-NIV,3.0257009361934526
0.0,50000,TS-NIV,0.24478496245514944
0.01,100,TS-NIV,0.1856226813344399
0.01,500,TS-NIV,2.1645372533009946
0.01,1000,TS-NIV,1.4470090305092598
0.01,5000,TS-NIV,0.018341230113600806
0.01,10000,TS-NIV,483.0428919691432
0.01,50000,TS-NIV,0.2364915315272443
0.1,100,TS-NIV,119.34553530678912
0.1,500,TS-NIV,0.4665113995411454
0.1,1000,TS-NIV,0.27784580751297755
0.1,5000,TS-NIV,0.00035183631442366534
0.1,10000,TS-NIV,0.056438152021712415
0.1,50000,TS-NIV,0.010860006212386865
0.5,100,TS-NIV,0.1413350573269424
0.5,500,TS-NIV,0.06583107046929149
0.5,1000,TS-NIV,55.84030943269542
0.5,5000,TS-NIV,0.2212949936719644
0.5,10000,TS-NIV,0.7810375900773807
0.5,50000,TS-NIV,0.0009453383785854098
1.0,100,TS-NIV,3.725048552711455
1.0,500,TS-NIV,1.0802788356559123
1.0,1000,TS-NIV,0.26741105580690194
1.0,5000,TS-NIV,1.3478898489220676
1.0,10000,TS-NIV,0.1654206182657043
1.0,50000,TS-NIV,0.004237741394389739
0.0,100,TS-NIV,1.7736674152273422
0.0,500,TS-NIV,68596.83843052524
0.0,1000,TS-NIV,0.5153477218020841
0.0,5000,TS-NIV,5.92961665833035
0.0,10000,TS-NIV,0.0689935554430411
0.0,50000,TS-NIV,0.0186538171875274
0.01,100,TS-NIV,7.0161099070172055
0.01,500,TS-NIV,0.03987105292702539
0.01,1000,TS-NIV,0.5152645361514144
0.01,5000,TS-NIV,232.64734340417596
0.01,10000,TS-NIV,0.2596711633826526
0.01,50000,TS-NIV,1.1705691980166195
0.1,100,TS-NIV,0.4202118391309832
0.1,500,TS-NIV,87.68714687736468
0.1,1000,TS-NIV,0.002524067822651582
0.1,5000,TS-NIV,0.03871939491870439
0.1,10000,TS-NIV,0.0020262518500717684
0.1,50000,TS-NIV,0.0033263163666807935
0.5,100,TS-NIV,0.027992229247144597
0.5,500,TS-NIV,0.0013124999085296779
0.5,1000,TS-NIV,0.006397555660743348
0.5,5000,TS-NIV,0.001817471990502928
0.5,10000,TS-NIV,0.0028713346265108295
0.5,50000,TS-NIV,0.0004075358434991206
1.0,100,TS-NIV,0.29861682703921655
1.0,500,TS-NIV,0.021471766210470113
1.0,1000,TS-NIV,0.02304268038702285
1.0,5000,TS-NIV,0.0021402873376442774
1.0,10000,TS-NIV,0.0017575446351055504
1.0,50000,TS-NIV,0.0020379235899377866
0.0,100,TS-NIV,0.005229685743795192
0.0,500,TS-NIV,0.6468441674898855
0.0,1000,TS-NIV,0.008559372269278519
0.0,5000,TS-NIV,12.169947654649796
0.0,10000,TS-NIV,0.001968908268891273
0.0,50000,TS-NIV,0.01842596363568028
0.01,100,TS-NIV,0.5549452117152902
0.01,500,TS-NIV,0.6104615635421458
0.01,1000,TS-NIV,13.587783523727762
0.01,5000,TS-NIV,11.74845718453191
0.01,10000,TS-NIV,0.30965726108814867
0.01,50000,TS-NIV,2.3973141042129678
0.1,100,TS-NIV,11.8119081917004
0.1,500,TS-NIV,1.373541037198922
0.1,1000,TS-NIV,0.3479345987952225
0.1,5000,TS-NIV,0.05920341095332104
0.1,10000,TS-NIV,0.0029002709343989735
0.1,50000,TS-NIV,0.0008112634894119981
0.5,100,TS-NIV,0.5079352162640831
0.5,500,TS-NIV,1.0240372651494556
0.5,1000,TS-NIV,0.6261738054659928
0.5,5000,TS-NIV,0.32331058388342004
0.5,10000,TS-NIV,0.9541928894886398
0.5,50000,TS-NIV,0.11871299256885333
1.0,100,TS-NIV,1.079205174029178
1.0,500,TS-NIV,1.1605142393587176
1.0,1000,TS-NIV,0.019616751412704247
1.0,5000,TS-NIV,0.0033940870041240887
1.0,10000,TS-NIV,0.02625291543470233
1.0,50000,TS-NIV,0.004874906177548608
0.0,100,TS-NIV,0.6373138159450903
0.0,500,TS-NIV,1.1531938312674277
0.0,1000,TS-NIV,0.7956896295662242
0.0,5000,TS-NIV,0.07078906870060153
0.0,10000,TS-NIV,1.7857535443235983
0.0,50000,TS-NIV,0.006349053592176607
0.01,100,TS-NIV,4.528471275094234
0.01,500,TS-NIV,0.47379340042103973
0.01,1000,TS-NIV,0.1058550472225522
0.01,5000,TS-NIV,0.29163487813745415
0.01,10000,TS-NIV,17.68940355183302
0.01,50000,TS-NIV,0.0032898867791184947
0.1,100,TS-NIV,0.06279870507536899
0.1,500,TS-NIV,0.0017293683331830482
0.1,1000,TS-NIV,0.054025325771454684
0.1,5000,TS-NIV,0.06057974195777023
0.1,10000,TS-NIV,0.002467264011648419
0.1,50000,TS-NIV,0.0003637900416092729
0.5,100,TS-NIV,2.1642572415920784
0.5,500,TS-NIV,0.038188657621369276
0.5,1000,TS-NIV,0.0057157864194558195
0.5,5000,TS-NIV,0.022092601099302715
0.5,10000,TS-NIV,0.012536699050868122
0.5,50000,TS-NIV,0.00043292642888120814
1.0,100,TS-NIV,0.6163897841104373
1.0,500,TS-NIV,0.023267438264952235
1.0,1000,TS-NIV,0.015525092688222736
1.0,5000,TS-NIV,0.05737574846515259
1.0,10000,TS-NIV,0.005407269254249541
1.0,50000,TS-NIV,0.00058860998735787
0.0,100,TS-NIV,0.028544765439667164
0.0,500,TS-NIV,2.480559564303416
0.0,1000,TS-NIV,521.04865151531
0.0,5000,TS-NIV,0.013141835668950453
0.0,10000,TS-NIV,14.645495553417417
0.0,50000,TS-NIV,1.7733752735488892
0.01,100,TS-NIV,653.470167957757
0.01,500,TS-NIV,60.573998080949806
0.01,1000,TS-NIV,0.015830150381384654
0.01,5000,TS-NIV,2.7019463279448046
0.01,10000,TS-NIV,1.1752590416964943
0.01,50000,TS-NIV,3.2223694939003877
0.1,100,TS-NIV,12.215345932812742
0.1,500,TS-NIV,1.0933208083379549
0.1,1000,TS-NIV,0.24430451444847134
0.1,5000,TS-NIV,0.46373688492588266
0.1,10000,TS-NIV,0.09757885008520417
0.1,50000,TS-NIV,41.42298005999473
0.5,100,TS-NIV,0.08122449286890834
0.5,500,TS-NIV,0.009578762935090846
0.5,1000,TS-NIV,0.015434449960754576
0.5,5000,TS-NIV,0.0012816532463371059
0.5,10000,TS-NIV,0.006193191654299129
0.5,50000,TS-NIV,0.003940204584202707
1.0,100,TS-NIV,1.018325181718963
1.0,500,TS-NIV,0.0130868537712438
1.0,1000,TS-NIV,0.003048705020879644
1.0,5000,TS-NIV,0.020124263314229864
1.0,10000,TS-NIV,0.002553361015253325
1.0,50000,TS-NIV,0.001118460842678581
0.0,100,TS-NIV,10034.079101093572
0.0,500,TS-NIV,1055.87672813086
0.0,1000,TS-NIV,0.016798675747874713
0.0,5000,TS-NIV,81.01052688226162
0.0,10000,TS-NIV,356.7866156018462
0.0,50000,TS-NIV,5.433786423199752
0.01,100,TS-NIV,808.7584896887746
0.01,500,TS-NIV,0.0779792292980039
0.01,1000,TS-NIV,0.03269081743090185
0.01,5000,TS-NIV,8.540702389466967
0.01,10000,TS-NIV,25.316836267372167
0.01,50000,TS-NIV,2.527212600567902
0.1,100,TS-NIV,1.2088501738982038
0.1,500,TS-NIV,0.9009079692751152
0.1,1000,TS-NIV,4.561099043307004
0.1,5000,TS-NIV,0.2337559009182364
0.1,10000,TS-NIV,0.19507925103750534
0.1,50000,TS-NIV,0.022190997588693598
0.5,100,TS-NIV,0.012416012258158197
0.5,500,TS-NIV,0.03202861762024663
0.5,1000,TS-NIV,0.002553466976483496
0.5,5000,TS-NIV,0.002039482003057975
0.5,10000,TS-NIV,0.0020524831728102725
0.5,50000,TS-NIV,0.0002661513855896461
1.0,100,TS-NIV,0.3555692843201583
1.0,500,TS-NIV,0.08376647753921924
1.0,1000,TS-NIV,0.1116109070446175
1.0,5000,TS-NIV,0.00011859225066086585
1.0,10000,TS-NIV,0.0017277085187508672
1.0,50000,TS-NIV,0.0009259300753765068
0.0,100,TS-NIV,26.06037111417179
0.0,500,TS-NIV,4.088079813108418
0.0,1000,TS-NIV,0.6946195997372517
0.0,5000,TS-NIV,0.08537201606701958
0.0,10000,TS-NIV,8.808014470445807
0.0,50000,TS-NIV,0.7193808189194856
0.01,100,TS-NIV,4.103605876925163
0.01,500,TS-NIV,4.430434601244939
0.01,1000,TS-NIV,0.738771989515536
0.01,5000,TS-NIV,1.2602867948388037
0.01,10000,TS-NIV,1.2939465199813673
0.01,50000,TS-NIV,0.5975086194834454
0.1,100,TS-NIV,0.009005102763549388
0.1,500,TS-NIV,0.1873785424746018
0.1,1000,TS-NIV,0.2406001041766753
0.1,5000,TS-NIV,5.815009199911077
0.1,10000,TS-NIV,4.787708946099072
0.1,50000,TS-NIV,0.019352660604252423
0.5,100,TS-NIV,0.049305985594938116
0.5,500,TS-NIV,2.337855733812596
0.5,1000,TS-NIV,0.007324755235248154
0.5,5000,TS-NIV,7.397779905042454
0.5,10000,TS-NIV,0.18948075267635953
0.5,50000,TS-NIV,12.855744346540966
1.0,100,TS-NIV,0.14617357569036143
1.0,500,TS-NIV,200.22569204342915
1.0,1000,TS-NIV,3.9019425518055195
1.0,5000,TS-NIV,0.11172032975093749
1.0,10000,TS-NIV,0.003326709289476493
1.0,50000,TS-NIV,0.25065071139833683
0.0,100,TS-NIV,4.751521685207729
0.0,500,TS-NIV,2.5925998771723506
0.0,1000,TS-NIV,42.459262350470944
0.0,5000,TS-NIV,0.016792823589806688
0.0,10000,TS-NIV,25.795243552617347
0.0,50000,TS-NIV,17.775475397047025
0.01,100,TS-NIV,0.34963452525340344
0.01,500,TS-NIV,2.920422048811904
0.01,1000,TS-NIV,9.458369433753008
0.01,5000,TS-NIV,0.07164651110367493
0.01,10000,TS-NIV,0.0246517151388367
0.01,50000,TS-NIV,0.004859714892090456
0.1,100,TS-NIV,6.596260683546061
0.1,500,TS-NIV,0.038976518954838765
0.1,1000,TS-NIV,9.526210683733796
0.1,5000,TS-NIV,17.08636432779997
0.1,10000,TS-NIV,2.125641060028609
0.1,50000,TS-NIV,0.7337979042015327
0.5,100,TS-NIV,0.005389660179330174
0.5,500,TS-NIV,0.07068979913800097
0.5,1000,TS-NIV,0.004030968799480869
0.5,5000,TS-NIV,0.00979094441616395
0.5,10000,TS-NIV,0.0027005190257389407
0.5,50000,TS-NIV,0.0002757293004470016
1.0,100,TS-NIV,0.14898187529339532
1.0,500,TS-NIV,3.0191527338438053e-05
1.0,1000,TS-NIV,0.004650180218852609
1.0,5000,TS-NIV,0.00020108410437697356
1.0,10000,TS-NIV,7.925796065236707e-05
1.0,50000,TS-NIV,5.436839620238226e-05
0.0,100,TS-NIV,19.241339476750206
0.0,500,TS-NIV,1.2850386754237135
0.0,1000,TS-NIV,92.13791100237408
0.0,5000,TS-NIV,31.453909870632785
0.0,10000,TS-NIV,58.48555274733085
0.0,50000,TS-NIV,16.838035236545835
0.01,100,TS-NIV,3.0579778796835013
0.01,500,TS-NIV,0.7403274688231849
0.01,1000,TS-NIV,16.926514312172777
0.01,5000,TS-NIV,1.7618849349580952
0.01,10000,TS-NIV,4.921575058222983
0.01,50000,TS-NIV,5.105453330907944
0.1,100,TS-NIV,2.3033728994303333
0.1,500,TS-NIV,0.14202052573823257
0.1,1000,TS-NIV,1.5754944108452138
0.1,5000,TS-NIV,0.279670187669716
0.1,10000,TS-NIV,0.058225730233223416
0.1,50000,TS-NIV,0.02978125269103426
0.5,100,TS-NIV,0.01416493053541305
0.5,500,TS-NIV,0.056396039551671634
0.5,1000,TS-NIV,0.0027071854671562694
0.5,5000,TS-NIV,0.0007527325360631754
0.5,10000,TS-NIV,0.00011561246809139144
0.5,50000,TS-NIV,0.005643819225998991
1.0,100,TS-NIV,67.7907673915773
1.0,500,TS-NIV,1.7297425815409346
1.0,1000,TS-NIV,0.07636743532443731
1.0,5000,TS-NIV,0.012511471992649363
1.0,10000,TS-NIV,0.2967994874617273
1.0,50000,TS-NIV,0.022164236123963302
0.0,100,TS-NIV,0.3281473261850652
0.0,500,TS-NIV,0.7376791889473604
0.0,1000,TS-NIV,0.13731742140542322
0.0,5000,TS-NIV,1.0619522922253002
0.0,10000,TS-NIV,0.565130616302383
0.0,50000,TS-NIV,0.1903160115961294
0.01,100,TS-NIV,2.2756515806052047
0.01,500,TS-NIV,0.17365409299664303
0.01,1000,TS-NIV,0.10517523893176584
0.01,5000,TS-NIV,0.2970166740681157
0.01,10000,TS-NIV,0.1083723037785747
0.01,50000,TS-NIV,0.6057825151603617
0.1,100,TS-NIV,0.022581746763764395
0.1,500,TS-NIV,2.0988963267965244
0.1,1000,TS-NIV,2.4015726423668133
0.1,5000,TS-NIV,0.3637448869470491
0.1,10000,TS-NIV,0.2744093830561736
0.1,50000,TS-NIV,0.03933671767602474
0.5,100,TS-NIV,0.40348750176575754
0.5,500,TS-NIV,0.02363942241734378
0.5,1000,TS-NIV,0.0547391534347892
0.5,5000,TS-NIV,0.0031913094576621957
0.5,10000,TS-NIV,0.009460925841144597
0.5,50000,TS-NIV,0.00026547768767714593
1.0,100,TS-NIV,3.0763403385610677
1.0,500,TS-NIV,0.04424085907387161
1.0,1000,TS-NIV,0.022054009953384704
1.0,5000,TS-NIV,0.012744850093423918
1.0,10000,TS-NIV,0.00047414051798356203
1.0,50000,TS-NIV,0.0004046577222080411
0.0,100,TS-NIV,0.13035848475500905
0.0,500,TS-NIV,0.002210874992280293
0.0,1000,TS-NIV,2.4959679509319974
0.0,5000,TS-NIV,7.321543366206489
0.0,10000,TS-NIV,39.36266767736999
0.0,50000,TS-NIV,2.126202688594457
0.01,100,TS-NIV,0.17723984353836156
0.01,500,TS-NIV,73.56848212191265
0.01,1000,TS-NIV,0.024138356365288827
0.01,5000,TS-NIV,0.09928551173643647
0.01,10000,TS-NIV,0.35724931396352644
0.01,50000,TS-NIV,1.7179164567229115
0.1,100,TS-NIV,0.3176448252749351
0.1,500,TS-NIV,41.90515816652909
0.1,1000,TS-NIV,0.6931616445890004
0.1,5000,TS-NIV,3.1186565988193244
0.1,10000,TS-NIV,0.7281954218893626
0.1,50000,TS-NIV,1120.5283698077756
0.5,100,TS-NIV,0.48628886822463135
0.5,500,TS-NIV,0.008976305212477354
0.5,1000,TS-NIV,0.9033126175025782
0.5,5000,TS-NIV,0.04251132691764151
0.5,10000,TS-NIV,8.026108842845545e-05
0.5,50000,TS-NIV,0.0009786446713675751
1.0,100,TS-NIV,0.2628299653420692
1.0,500,TS-NIV,0.048853618386606276
1.0,1000,TS-NIV,0.004575499944942905
1.0,5000,TS-NIV,0.00106699460256611
1.0,10000,TS-NIV,0.007335168850204033
1.0,50000,TS-NIV,0.0004502134820761654
0.0,100,TS-NIV,0.15660048109197308
0.0,500,TS-NIV,0.3568556419004814
0.0,1000,TS-NIV,0.4597233206758079
0.0,5000,TS-NIV,186.5727497940103
0.0,10000,TS-NIV,300.54232220778727
0.0,50000,TS-NIV,10.196474675235805
0.01,100,TS-NIV,8.06026861134153
0.01,500,TS-NIV,2.989264664792023
0.01,1000,TS-NIV,0.24561867745893246
0.01,5000,TS-NIV,0.33130533104621696
0.01,10000,TS-NIV,0.08655513828705705
0.01,50000,TS-NIV,0.7996348897425829
0.1,100,TS-NIV,1.1121650719441694
0.1,500,TS-NIV,2.2044609140410962
0.1,1000,TS-NIV,0.6169403431838358
0.1,5000,TS-NIV,0.004381594187465075
0.1,10000,TS-NIV,0.0013205231234182753
0.1,50000,TS-NIV,0.13444793166244629
0.5,100,TS-NIV,45.783840140291026
0.5,500,TS-NIV,0.07316554503847902
0.5,1000,TS-NIV,0.004797383281681422
0.5,5000,TS-NIV,0.009620307014677889
0.5,10000,TS-NIV,0.0002349400170070149
0.5,50000,TS-NIV,0.0009773512425217375
1.0,100,TS-NIV,0.18811496136461245
1.0,500,TS-NIV,6.1757040686261675
1.0,1000,TS-NIV,0.021042506671187178
1.0,5000,TS-NIV,0.0026675755838616
1.0,10000,TS-NIV,0.0010396106092277063
1.0,50000,TS-NIV,0.0005106809906638603
0.0,100,TS-NIV,264.7721086409816
0.0,500,TS-NIV,0.4633163827701685
0.0,1000,TS-NIV,0.6289456789147266
0.0,5000,TS-NIV,0.06709908996856022
0.0,10000,TS-NIV,0.054842305047785256
0.0,50000,TS-NIV,0.3810374062271481
0.01,100,TS-NIV,0.31484905620972703
0.01,500,TS-NIV,0.815858483322215
0.01,1000,TS-NIV,0.523507974090122
0.01,5000,TS-NIV,1.4557039696223357
0.01,10000,TS-NIV,0.0919467960245733
0.01,50000,TS-NIV,0.3535054690016075
0.1,100,TS-NIV,1.2147538257615187
0.1,500,TS-NIV,0.060136775214928564
0.1,1000,TS-NIV,16.963389218506627
0.1,5000,TS-NIV,0.7505448200010583
0.1,10000,TS-NIV,0.034694979358718715
0.1,50000,TS-NIV,0.16459251765812088
0.5,100,TS-NIV,4.760045920531794
0.5,500,TS-NIV,1.6894919172761669
0.5,1000,TS-NIV,0.022892065409753262
0.5,5000,TS-NIV,0.7650426281730416
0.5,10000,TS-NIV,0.14355968944250438
0.5,50000,TS-NIV,0.4002044833468723
1.0,100,TS-NIV,20.49381273326214
1.0,500,TS-NIV,4.542698300997291
1.0,1000,TS-NIV,0.1882141132989439
1.0,5000,TS-NIV,0.4603871546958984
1.0,10000,TS-NIV,0.0023396521406614432
1.0,50000,TS-NIV,6.808935463193443e-05
0.0,100,TS-NIV,0.19385806402600017
0.0,500,TS-NIV,0.09135444260934183
0.0,1000,TS-NIV,38.007515603759785
0.0,5000,TS-NIV,1.7405959890628198
0.0,10000,TS-NIV,1.6011917886813716
0.0,50000,TS-NIV,4.184054837026347
0.01,100,TS-NIV,214.78153551009513
0.01,500,TS-NIV,11.755987287070262
0.01,1000,TS-NIV,17.023058626070615
0.01,5000,TS-NIV,0.0031846463755698306
0.01,10000,TS-NIV,1.2488353253059583
0.01,50000,TS-NIV,0.3925775446928059
0.1,100,TS-NIV,18.060441465799336
0.1,500,TS-NIV,1.1022507134506665
0.1,1000,TS-NIV,4.930572851578508
0.1,5000,TS-NIV,0.8626238815211009
0.1,10000,TS-NIV,1.1629916939658438
0.1,50000,TS-NIV,0.06800597199053443
0.5,100,TS-NIV,0.5553376612980334
0.5,500,TS-NIV,0.020140867843879688
0.5,1000,TS-NIV,21.36004868093487
0.5,5000,TS-NIV,0.027478222469524798
0.5,10000,TS-NIV,0.0021925337805931123
0.5,50000,TS-NIV,0.0003642123514882469
1.0,100,TS-NIV,83.41057375896355
1.0,500,TS-NIV,0.007423531269569053
1.0,1000,TS-NIV,0.03290120646841745
1.0,5000,TS-NIV,0.0015107772806602572
1.0,10000,TS-NIV,0.007919733265319844
1.0,50000,TS-NIV,0.0011499492956785838
0.0,100,TS-NIV,15.381340306586825
0.0,500,TS-NIV,0.17394885257904585
0.0,1000,TS-NIV,0.642984616003981
0.0,5000,TS-NIV,1.8992585608553867
0.0,10000,TS-NIV,209.97114975529195
0.0,50000,TS-NIV,5.264097052403489
0.01,100,TS-NIV,0.040940193921569126
0.01,500,TS-NIV,0.9285494025512032
0.01,1000,TS-NIV,1.1066467822019135
0.01,5000,TS-NIV,0.00014923153511298742
0.01,10000,TS-NIV,0.0014760027126499578
0.01,50000,TS-NIV,10.814074708262174
0.1,100,TS-NIV,26.72623835241173
0.1,500,TS-NIV,6.371456960204658
0.1,1000,TS-NIV,0.7910583493932455
0.1,5000,TS-NIV,0.029192276672856073
0.1,10000,TS-NIV,2.7912716355736324
0.1,50000,TS-NIV,0.0412637196605951
0.5,100,TS-NIV,0.7957049805272486
0.5,500,TS-NIV,0.9636226498569429
0.5,1000,TS-NIV,1.4602498463798466
0.5,5000,TS-NIV,0.030846265707695202
0.5,10000,TS-NIV,0.023162821028160103
0.5,50000,TS-NIV,0.08582364449175406
1.0,100,TS-NIV,11.228671159537246
1.0,500,TS-NIV,0.01791202392281837
1.0,1000,TS-NIV,0.027399200947617035
1.0,5000,TS-NIV,0.0013035945477625848
1.0,10000,TS-NIV,0.0003041327508359458
1.0,50000,TS-NIV,0.00011400991912945162
0.0,100,TS-NIV,0.05719625463838945
0.0,500,TS-NIV,20.401372637118996
0.0,1000,TS-NIV,3.542339213664953
0.0,5000,TS-NIV,0.044458578352253336
0.0,10000,TS-NIV,0.46775497455831805
0.0,50000,TS-NIV,0.10218266643930814
0.01,100,TS-NIV,0.316480386390013
0.01,500,TS-NIV,0.031557698018382666
0.01,1000,TS-NIV,210.641647149748
0.01,5000,TS-NIV,94.93127160467546
0.01,10000,TS-NIV,0.04720255098770719
0.01,50000,TS-NIV,0.894420194090578
0.1,100,TS-NIV,0.0359479848426493
0.1,500,TS-NIV,0.10284535511088588
0.1,1000,TS-NIV,7.665038295858606
0.1,5000,TS-NIV,0.1074301314700537
0.1,10000,TS-NIV,0.005238496144186335
0.1,50000,TS-NIV,0.0003689288402432191
0.5,100,TS-NIV,3.729794617789442
0.5,500,TS-NIV,0.0013231321386289578
0.5,1000,TS-NIV,0.14599268477226968
0.5,5000,TS-NIV,0.013316762665623646
0.5,10000,TS-NIV,4.5997098689677944e-05
0.5,50000,TS-NIV,7.56563560373418e-05
1.0,100,TS-NIV,0.16079760796366138
1.0,500,TS-NIV,0.07506252218638026
1.0,1000,TS-NIV,0.02043361108337837
1.0,5000,TS-NIV,2.8755851777937515e-05
1.0,10000,TS-NIV,0.0009098428960025329
1.0,50000,TS-NIV,0.0018303659296356868
0.0,100,TS-NIV,0.08187106780472123
0.0,500,TS-NIV,130.53871404159244
0.0,1000,TS-NIV,0.2994668138550606
0.0,5000,TS-NIV,0.10381335889947986
0.0,10000,TS-NIV,0.017413036908521487
0.0,50000,TS-NIV,0.01718150315993617
0.01,100,TS-NIV,0.034161502856351514
0.01,500,TS-NIV,49.9000551639576
0.01,1000,TS-NIV,0.23017586850160213
0.01,5000,TS-NIV,0.07761740640233647
0.01,10000,TS-NIV,1.1888830413523754
0.01,50000,TS-NIV,0.9861729586303273
0.1,100,TS-NIV,21.66659967970339
0.1,500,TS-NIV,0.1284289569838347
0.1,1000,TS-NIV,0.002410791845879455
0.1,5000,TS-NIV,0.07730331252236033
0.1,10000,TS-NIV,0.07367258980028439
0.1,50000,TS-NIV,0.008818017416499417
0.5,100,TS-NIV,27.20242459371003
0.5,500,TS-NIV,231.2221824295726
0.5,1000,TS-NIV,2.5589051639826588
0.5,5000,TS-NIV,0.2879013958677913
0.5,10000,TS-NIV,0.7310403466552913
0.5,50000,TS-NIV,0.006960310754204543
1.0,100,TS-NIV,0.012720710528475546
1.0,500,TS-NIV,0.101013362154495
1.0,1000,TS-NIV,0.23464062576801836
1.0,5000,TS-NIV,0.001378243824481452
1.0,10000,TS-NIV,0.0018769750045261372
1.0,50000,TS-NIV,0.0018648996809233018
0.0,100,TS-NIV,0.1679227067417468
0.0,500,TS-NIV,0.3276672968877512
0.0,1000,TS-NIV,0.003005845088218436
0.0,5000,TS-NIV,0.0694330114175575
0.0,10000,TS-NIV,0.19003580115798335
0.0,50000,TS-NIV,0.8756173866329029
